image_file,boxe_file,cls_name
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0307.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0307.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0193.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0193.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0310.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0310.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0608.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0608.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0064.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0064.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0764.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0764.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0790.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0790.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0383.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0383.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0722.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0722.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0234.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0234.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0577.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0577.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0728.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0728.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0786.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0786.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0005.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0005.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0219.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0219.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0599.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0599.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0287.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0287.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0491.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0491.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0759.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0759.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0423.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0423.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0362.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0362.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0585.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0585.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0797.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0797.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0498.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0498.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0584.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0584.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0599.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0599.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0546.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0546.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0453.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0453.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0735.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0735.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0156.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0156.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0589.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0589.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0544.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0544.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0319.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0319.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0414.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0414.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0782.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0782.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/helicopter/image_0042.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/helicopter/annotation_0042.mat,helicopter
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0561.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0561.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0387.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0387.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0415.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0415.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0662.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0662.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0783.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0783.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0755.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0755.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0076.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0076.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0580.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0580.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0226.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0226.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0278.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0278.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0417.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0417.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0664.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0664.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0497.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0497.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/helicopter/image_0082.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/helicopter/annotation_0082.mat,helicopter
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0237.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0237.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0636.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0636.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0605.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0605.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0737.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0737.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0412.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0412.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0280.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0280.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0362.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0362.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0209.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0209.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0459.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0459.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0429.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0429.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0533.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0533.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0059.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0059.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0737.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0737.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0768.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0768.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0712.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0712.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0494.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0494.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0444.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0444.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0364.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0364.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0539.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0539.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0355.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0355.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0023.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0023.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0466.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0466.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0642.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0642.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0514.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0514.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0163.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0163.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0652.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0652.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0293.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0293.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0612.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0612.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0405.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0405.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0594.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0594.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0119.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0119.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0596.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0596.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0344.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0344.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0234.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0234.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0602.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0602.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0507.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0507.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0197.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0197.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/helicopter/image_0030.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/helicopter/annotation_0030.mat,helicopter
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0114.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0114.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0606.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0606.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0082.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0082.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0690.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0690.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0555.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0555.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0791.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0791.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0532.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0532.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0381.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0381.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0112.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0112.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0570.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0570.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0095.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0095.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0529.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0529.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0549.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0549.mat,airplanes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0527.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0527.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0019.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0019.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0180.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0180.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/Motorbikes/image_0562.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Motorbikes_16/annotation_0562.mat,Motorbikes
/Users/liamdro/PycharmProjects/AirPlaneDetection/database/101_ObjectCategories/airplanes/image_0311.jpg,/Users/liamdro/PycharmProjects/AirPlaneDetection/database/Annotations/Airplanes_Side_2/annotation_0311.mat,airplanes
